游客记录哈希,游客性别,游客年龄,游客年龄段,游客来源省,景点名称,景点类型,景点等级,所在城市,所在省份,门票价格,访问日期,访问年份,访问月份,访问季度,访问时长(小时),消费金额,门票消费,其他消费,评分,是否跟团,团费,行程天数,主要景点,交通方式,季节,是否节假日,推荐程度,满意度
f04ca8b16da5,男,38,36-45,天津市,碛口古镇,古镇风情,4A,吕梁市,山西,0,2024-07-27,2024,7,3,3.3,0.0,0,0.0,4.4,否,,,,,夏季,是,推荐,满意
aedb60f028aa,女,70,56+,青海省,建水古城,古镇风情,4A,红河州,云南,0,2023-11-13,2023,11,4,6.7,330.09,0,330.09,4.3,是,2318.0,1.0,"潮州广济桥,滕王阁,东江湖,深圳华侨城",空调大巴,秋季,否,推荐,满意
33256e93a6cb,女,42,36-45,天津市,清江画廊,自然风光,5A,宜昌市,湖北,100,2024-06-18,2024,6,2,3.9,414.65,100,314.65,4.8,否,,,,,夏季,否,强烈推荐,非常满意
a7df4db1c87c,女,33,26-35,广西壮族自治区,三峡人家,自然文化,5A,宜昌市,湖北,150,2024-02-01,2024,2,1,2.9,289.92,150,139.92,4.4,否,,,,,冬季,是,推荐,满意
3a9ce186df5b,女,38,36-45,云南省,花山谜窟,自然奇观,4A,黄山市,安徽,91,2023-06-01,2023,6,2,7.2,394.85,91,303.85,4.9,否,,,,,夏季,否,强烈推荐,非常满意
af976e6f9b60,男,43,36-45,北京市,云南民族村,主题公园,4A,昆明市,云南,90,2023-08-15,2023,8,3,4.9,302.14,90,212.14,4.8,是,887.0,4.0,"崂山,丹霞山,龙门石窟,延安革命纪念馆,日照海滨国家森林公园",空调大巴,夏季,否,强烈推荐,非常满意
836d3ace571f,男,48,46-55,云南省,潜江曹禺公园,城市公园,4A,潜江市,湖北,0,2023-08-23,2023,8,3,1.6,324.49,0,324.49,4.3,是,6396.0,3.0,"蓬莱阁,天柱山,阆中古城,湛江湖光岩",高铁+大巴,夏季,否,推荐,满意
d8b361ca7f4d,男,42,36-45,辽宁省,梅里雪山,自然风光,4A,迪庆州,云南,150,2023-08-27,2023,8,3,7.3,304.22,150,154.22,4.0,否,,,,,夏季,是,推荐,满意
f2b54966ec3e,女,48,46-55,甘肃省,太姥山,自然风光,5A,宁德市,福建,130,2023-05-10,2023,5,2,7.6,185.29,130,55.29,4.4,否,,,,,春季,否,推荐,满意
4f85f01bebc4,男,67,56+,安徽省,东湖,自然风光,5A,武汉市,湖北,0,2023-03-19,2023,3,1,7.4,160.36,0,160.36,4.2,否,,,,,春季,是,推荐,满意
824862b676fe,女,19,18-25,山西省,长白山,自然风光,5A,延边州,吉林,125,2023-04-22,2023,4,2,5.6,354.06,125,229.06,4.9,否,,,,,春季,是,强烈推荐,非常满意
440723b6fa5f,男,65,56+,台湾省,晋祠,历史文化,4A,太原市,山西,80,2025-03-20,2025,3,1,3.5,233.31,80,153.31,3.9,否,,,,,春季,否,推荐,满意
191dc55178f3,女,47,46-55,内蒙古自治区,安庆振风塔,历史建筑,4A,安庆市,安徽,20,2022-10-20,2022,10,4,8.0,20.0,20,0.0,4.1,是,4900.0,7.0,"鸡公山,金石滩,三明泰宁大金湖,防川风景区,曲阜三孔",空调大巴,秋季,是,推荐,满意
c2524fff34d8,男,41,36-45,湖南省,南昌八一起义纪念馆,红色旅游,4A,南昌市,江西,0,2024-02-16,2024,2,1,1.3,10.76,0,10.76,3.5,否,,,,,冬季,是,推荐,满意
79b18b40e78c,女,64,56+,山东省,大连森林动物园,动物园,4A,大连市,辽宁,120,2022-12-24,2022,12,4,7.8,468.75,120,348.75,3.5,否,,,,,冬季,是,推荐,满意
6f868a8deb87,女,22,18-25,台湾省,王家大院,历史建筑,4A,晋中市,山西,55,2022-11-09,2022,11,4,5.8,55.0,55,0.0,4.6,否,,,,,秋季,否,强烈推荐,非常满意
c46d033d65ab,男,45,36-45,江西省,天门山,自然风光,5A,张家界市,湖南,258,2022-12-23,2022,12,4,5.4,258.0,258,0.0,4.5,是,1556.0,6.0,"镜泊湖,白洋淀,井冈山,蜈支洲岛,上海野生动物园",空调大巴,冬季,否,强烈推荐,非常满意
10f3b4acb31f,女,70,56+,浙江省,大明湖,自然风光,4A,济南市,山东,30,2022-08-22,2022,8,3,3.4,310.02,30,280.02,4.7,否,,,,,夏季,否,强烈推荐,非常满意
55469bb78d34,女,59,56+,山东省,沙家浜,红色旅游,5A,苏州市,江苏,100,2024-02-24,2024,2,1,5.1,530.99,100,430.99,4.6,否,,,,,冬季,是,强烈推荐,非常满意
140c3edacd4b,女,32,26-35,山东省,豫园,历史建筑,4A,上海市,上海,40,2023-07-04,2023,7,3,2.6,418.51,40,378.51,4.7,否,,,,,夏季,否,强烈推荐,非常满意
c6e80fb3e409,男,49,46-55,山东省,崇圣寺三塔,宗教文化,5A,大理州,云南,75,2023-02-23,2023,2,1,1.1,75.0,75,0.0,4.0,是,1271.0,3.0,"建水古城,杭州西溪湿地,刘公岛,贵港桂平西山,鄂州梁子湖,平遥古城",高铁+大巴,冬季,是,推荐,满意
6bd063466fb4,女,47,46-55,浙江省,黑河瑷珲古城,历史文化,4A,黑河市,黑龙江,50,2024-09-20,2024,9,3,1.3,181.25,50,131.25,4.7,否,,,,,秋季,否,强烈推荐,非常满意
98cc80a0574a,男,44,36-45,云南省,昆明世博园,主题公园,5A,昆明市,云南,100,2022-07-31,2022,7,3,4.2,555.73,100,455.73,5.0,否,,,,,夏季,是,强烈推荐,非常满意
d1b3a5dc35cf,男,54,46-55,甘肃省,紫鹊界梯田,自然风光,4A,娄底市,湖南,68,2024-03-09,2024,3,1,3.9,68.0,68,0.0,4.3,否,,,,,春季,是,推荐,满意
7f165dff0e8b,男,70,56+,安徽省,稻城亚丁,自然风光,5A,甘孜州,四川,146,2024-12-15,2024,12,4,5.0,294.12,146,148.12,4.6,是,1858.0,7.0,"同里古镇,蜈支洲岛,北海银滩,豫园,南昌八一起义纪念馆,上海杜莎夫人蜡像馆",高铁+大巴,冬季,是,强烈推荐,非常满意
2bf7120757a7,女,57,56+,贵州省,南京博物院,文博院馆,4A,南京市,江苏,0,2024-12-22,2024,12,4,2.1,0.0,0,0.0,4.3,否,,,,,冬季,是,推荐,满意
c0d1fb17cc35,女,41,36-45,吉林省,白马寺,宗教文化,4A,洛阳市,河南,35,2023-11-18,2023,11,4,6.1,54.07,35,19.07,3.9,否,,,,,秋季,是,推荐,满意
e7b836a26494,女,25,18-25,天津市,衢州江郎山,自然风光,5A,衢州市,浙江,100,2025-03-01,2025,3,1,1.8,435.62,100,335.62,5.0,是,1081.0,1.0,"殷墟,乌镇,徐州云龙湖",飞机+大巴,春季,是,强烈推荐,非常满意
c59ddb1fd8d8,男,43,36-45,澳门特别行政区,崂山,自然风光,5A,青岛市,山东,90,2025-03-06,2025,3,1,7.1,90.0,90,0.0,4.6,是,1824.0,4.0,"采石矶,杭州宋城,中国雪乡,西安钟鼓楼",空调大巴,春季,否,强烈推荐,非常满意
8cde3c940dd1,男,27,26-35,内蒙古自治区,百色起义纪念馆,红色旅游,4A,百色市,广西,0,2023-11-06,2023,11,4,3.2,466.76,0,466.76,4.2,否,,,,,秋季,否,推荐,满意
a615373354e8,女,60,56+,江苏省,婺源,自然风光,5A,上饶市,江西,210,2022-09-19,2022,9,3,7.0,393.74,210,183.74,4.5,是,870.0,1.0,"泸沽湖(云南部分),明月山,海口骑楼老街,颐和园",高铁+大巴,秋季,否,强烈推荐,非常满意
7c58b0508575,男,56,56+,广东省,万年冰洞,自然奇观,4A,忻州市,山西,120,2022-08-23,2022,8,3,5.7,341.81,120,221.81,4.3,是,6856.0,3.0,"云台山,本溪水洞,三峡大坝,普达措国家公园,三河古镇,琅琊山",空调大巴,夏季,否,推荐,满意
848655f9b2e1,女,53,46-55,河北省,福建土楼,历史建筑,5A,龙岩市,福建,100,2022-11-24,2022,11,4,2.0,586.9,100,486.9,4.4,是,1633.0,6.0,"丹霞山,瘦西湖,周庄古镇,苏州虎丘",高铁+大巴,秋季,否,推荐,满意
550ed253af29,女,20,18-25,甘肃省,四姑娘山,自然风光,4A,阿坝州,四川,150,2022-10-24,2022,10,4,1.4,402.43,150,252.43,5.0,否,,,,,秋季,是,强烈推荐,非常满意
7269c1b1bbce,男,51,46-55,海南省,红海滩,自然风光,5A,盘锦市,辽宁,85,2024-05-10,2024,5,2,6.6,541.97,85,456.97,4.4,否,,,,,春季,否,推荐,满意
8738984f2a57,男,31,26-35,湖南省,仙桃梦里水乡,自然风光,4A,仙桃市,湖北,100,2025-05-01,2025,5,2,4.3,100.0,100,0.0,4.3,是,906.0,7.0,"雍和宫,齐云山,清江画廊",高铁+大巴,春季,否,推荐,满意
3f29a693f22e,男,38,36-45,北京市,长春电影制片厂,工业旅游,4A,长春市,吉林,90,2023-04-09,2023,4,2,2.7,274.23,90,184.23,4.4,否,,,,,春季,是,推荐,满意
7f80b0e3c503,女,36,36-45,山西省,八达岭长城,历史文化,5A,北京市,北京,40,2023-06-10,2023,6,2,4.6,40.0,40,0.0,4.1,是,959.0,5.0,"太白山,仙女湖,杭州宋城,金鸡湖",高铁+大巴,夏季,是,推荐,满意
506692dbe0a3,女,68,56+,天津市,北京植物园,植物园,4A,北京市,北京,10,2023-08-14,2023,8,3,4.1,189.0,10,179.0,4.0,否,,,,,夏季,否,推荐,满意
a01c235bf0f7,女,45,36-45,江西省,北戴河,自然风光,4A,秦皇岛市,河北,0,2025-03-20,2025,3,1,2.7,47.24,0,47.24,4.4,是,6987.0,5.0,"白洋淀,无锡影视基地,青城山,五大连池,齐云山",飞机+大巴,春季,否,推荐,满意
e17262ef2d79,女,26,26-35,宁夏回族自治区,雁荡山,自然风光,5A,温州市,浙江,90,2024-09-08,2024,9,3,2.2,437.66,90,347.66,5.0,否,,,,,秋季,是,强烈推荐,非常满意
3070d128b04e,女,57,56+,吉林省,长春电影制片厂,工业旅游,4A,长春市,吉林,90,2024-04-04,2024,4,2,5.5,176.41,90,86.41,3.7,否,,,,,春季,否,推荐,满意
168b363ecabf,女,37,36-45,云南省,清源山,自然文化,5A,泉州市,福建,70,2025-04-29,2025,4,2,7.2,339.4,70,269.4,5.0,是,6603.0,7.0,"武当山,田子坊,大雁塔",飞机+大巴,春季,否,强烈推荐,非常满意
9cf03a71fd88,女,53,46-55,陕西省,莆田九鲤湖,自然风光,4A,莆田市,福建,50,2022-08-08,2022,8,3,3.0,173.26999999999998,50,123.27,4.9,是,6258.0,6.0,"随州炎帝故里,皇城相府,南岳衡山,四姑娘山,大理古城,故宫博物院",空调大巴,夏季,否,强烈推荐,非常满意
aba64844ec0d,女,55,46-55,澳门特别行政区,玉龙雪山,自然风光,5A,丽江市,云南,130,2023-10-24,2023,10,4,3.6,510.02,130,380.02,4.8,否,,,,,秋季,是,强烈推荐,非常满意
e03b38b2fc53,男,44,36-45,贵州省,梅州客天下,文化旅游,4A,梅州市,广东,100,2025-04-23,2025,4,2,1.6,255.14,100,155.14,4.2,否,,,,,春季,否,推荐,满意
1d53ab05a3c1,男,48,46-55,宁夏回族自治区,上海科技馆,科普教育,5A,上海市,上海,45,2024-05-15,2024,5,2,2.7,45.0,45,0.0,5.0,否,,,,,春季,否,强烈推荐,非常满意
d7f44b2f4a94,女,48,46-55,浙江省,五大连池,自然奇观,5A,黑河市,黑龙江,60,2023-08-07,2023,8,3,2.5,512.52,60,452.52,3.9,否,,,,,夏季,否,推荐,满意
426ed01472cb,男,20,18-25,浙江省,外滩,城市景观,4A,上海市,上海,0,2024-07-04,2024,7,3,6.1,54.51,0,54.51,4.1,否,,,,,夏季,否,推荐,满意
15e09e013d00,女,63,56+,福建省,太原汾河公园,城市公园,4A,太原市,山西,0,2023-02-06,2023,2,1,5.1,0.0,0,0.0,4.2,否,,,,,冬季,是,推荐,满意
c2501b0e4e5e,女,28,26-35,内蒙古自治区,恭王府,历史建筑,5A,北京市,北京,40,2024-10-28,2024,10,4,1.1,40.0,40,0.0,4.9,否,,,,,秋季,是,强烈推荐,非常满意
6e5481c37eb8,女,54,46-55,河南省,金鸡湖,城市景观,5A,苏州市,江苏,0,2025-01-19,2025,1,1,4.4,497.69,0,497.69,4.8,是,553.0,4.0,"潍坊青州古城,云台山,芙蓉镇,南京博物院,古徽州文化旅游区,天台山",空调大巴,冬季,是,强烈推荐,非常满意
97b6f2b3575f,男,35,26-35,浙江省,八达岭长城,历史文化,5A,北京市,北京,40,2022-12-18,2022,12,4,3.0,40.0,40,0.0,4.9,否,,,,,冬季,是,强烈推荐,非常满意
8fd949aeb756,女,21,18-25,重庆市,天坛公园,历史文化,5A,北京市,北京,15,2024-01-09,2024,1,1,1.1,15.0,15,0.0,4.9,否,,,,,冬季,是,强烈推荐,非常满意
034afbad33cf,女,21,18-25,香港特别行政区,国家博物馆,文博院馆,4A,北京市,北京,0,2024-10-25,2024,10,4,6.8,75.12,0,75.12,4.6,否,,,,,秋季,是,强烈推荐,非常满意
78cb43be1065,男,60,56+,江西省,铁岭龙首山,自然风光,4A,铁岭市,辽宁,0,2024-12-08,2024,12,4,1.7,0.0,0,0.0,4.2,是,2874.0,7.0,"上海科技馆,红海滩,鸭绿江断桥,趵突泉,常家庄园",空调大巴,冬季,是,推荐,满意
63288c445a9f,女,59,56+,安徽省,琅琊山,自然文化,4A,滁州市,安徽,95,2025-02-23,2025,2,1,5.6,592.55,95,497.55,4.4,是,981.0,4.0,"清源山,金山岭长城,四姑娘山,雁门关",高铁+大巴,冬季,是,推荐,满意
72e82703b2b5,女,44,36-45,江苏省,法门寺,宗教文化,5A,宝鸡市,陕西,100,2023-03-23,2023,3,1,3.8,419.81,100,319.81,4.4,否,,,,,春季,否,推荐,满意
493b72fccdc2,女,56,56+,江西省,乾陵,历史遗址,4A,咸阳市,陕西,102,2024-01-24,2024,1,1,1.5,102.0,102,0.0,4.0,否,,,,,冬季,是,推荐,满意
dae2024ff327,女,36,36-45,贵州省,恭王府,历史建筑,5A,北京市,北京,40,2023-07-01,2023,7,3,4.3,44.51,40,4.51,4.4,否,,,,,夏季,是,推荐,满意
d119db0b87d5,女,52,46-55,广东省,雁荡山,自然风光,5A,温州市,浙江,90,2024-04-18,2024,4,2,7.8,496.12,90,406.12,4.9,否,,,,,春季,否,强烈推荐,非常满意
0cfecc555754,女,52,46-55,辽宁省,蜀南竹海,自然风光,4A,宜宾市,四川,100,2024-03-01,2024,3,1,1.1,186.03,100,86.03,4.1,是,2355.0,6.0,"南通狼山,少林寺,孝感双峰山,安源路矿工人运动纪念馆,花山谜窟",飞机+大巴,春季,否,推荐,满意
1245d879cead,男,41,36-45,宁夏回族自治区,西樵山,自然文化,5A,佛山市,广东,55,2022-06-18,2022,6,2,4.4,392.06,55,337.06,4.3,否,,,,,夏季,是,推荐,满意
61078da9df5e,女,52,46-55,河南省,台儿庄古城,古镇风情,5A,枣庄市,山东,160,2024-08-17,2024,8,3,8.0,628.29,160,468.29,4.5,否,,,,,夏季,是,强烈推荐,非常满意
59c9dd327fce,女,55,46-55,浙江省,云冈石窟,历史文化,5A,大同市,山西,120,2024-10-22,2024,10,4,1.2,120.0,120,0.0,4.5,否,,,,,秋季,是,强烈推荐,非常满意
386784ca1c12,男,61,56+,河北省,潮州广济桥,历史建筑,4A,潮州市,广东,20,2024-09-21,2024,9,3,1.1,68.62,20,48.62,4.0,否,,,,,秋季,是,推荐,满意
f4aeaee4adb4,男,36,36-45,内蒙古自治区,邢台大峡谷,自然风光,4A,邢台市,河北,50,2024-10-24,2024,10,4,3.5,334.27,50,284.27,5.0,否,,,,,秋季,是,强烈推荐,非常满意
64452da994a0,女,35,26-35,广西壮族自治区,德天瀑布,自然风光,5A,崇左市,广西,115,2024-04-30,2024,4,2,1.3,344.77,115,229.77,4.8,否,,,,,春季,否,强烈推荐,非常满意
d72c8a894e36,男,53,46-55,河北省,崇圣寺三塔,宗教文化,5A,大理州,云南,75,2025-04-24,2025,4,2,4.8,128.5,75,53.5,4.6,否,,,,,春季,否,强烈推荐,非常满意
7476cf513671,女,32,26-35,四川省,沈阳故宫,历史文化,4A,沈阳市,辽宁,60,2023-10-22,2023,10,4,1.8,60.0,60,0.0,4.6,是,2027.0,7.0,"黄帝陵,伊春五营国家森林公园,云南民族村,千佛山",飞机+大巴,秋季,是,强烈推荐,非常满意
ce28aca55636,女,55,46-55,台湾省,随州炎帝故里,历史文化,4A,随州市,湖北,60,2023-04-10,2023,4,2,5.2,391.39,60,331.39,4.2,否,,,,,春季,否,推荐,满意
2117eb6e4129,女,56,56+,上海市,鸭绿江断桥,红色旅游,4A,丹东市,辽宁,30,2024-07-17,2024,7,3,4.9,436.1,30,406.1,4.4,是,4001.0,2.0,"张家口大境门,大觉山,千山,松花湖",空调大巴,夏季,否,推荐,满意
51499b892b16,男,30,26-35,甘肃省,天堂寨,自然风光,5A,六安市,安徽,115,2024-08-22,2024,8,3,5.2,115.0,115,0.0,4.9,是,7889.0,2.0,"南山文化旅游区,上海大观园,潍坊青州古城,云南民族村,万年冰洞,乌镇",空调大巴,夏季,否,强烈推荐,非常满意
eff5b139bdce,女,25,18-25,河南省,中山孙中山故居,红色旅游,5A,中山市,广东,0,2025-03-14,2025,3,1,7.8,468.34,0,468.34,4.9,否,,,,,春季,否,强烈推荐,非常满意
09220ffcbe16,女,54,46-55,辽宁省,德夯大峡谷,自然风光,4A,湘西州,湖南,100,2022-07-14,2022,7,3,7.2,524.64,100,424.64,4.3,是,5194.0,6.0,"威海华夏城,正定隆兴寺,鸡西兴凯湖,龙虎山,绥化金龟山庄,上海欢乐谷",空调大巴,夏季,否,推荐,满意
93935633387c,女,58,56+,湖北省,九华山,宗教文化,5A,池州市,安徽,160,2023-05-03,2023,5,2,7.9,441.48,160,281.48,5.0,否,,,,,春季,否,强烈推荐,非常满意
9460ebb2a907,女,30,26-35,山东省,云台山,自然风光,5A,焦作市,河南,120,2023-05-30,2023,5,2,2.0,330.26,120,210.26,4.5,否,,,,,春季,否,强烈推荐,非常满意
7c140380ac57,女,31,26-35,贵州省,伊春五营国家森林公园,自然风光,4A,伊春市,黑龙江,60,2025-01-12,2025,1,1,3.4,190.35,60,130.35,4.2,否,,,,,冬季,是,推荐,满意
a4aee771128d,女,24,18-25,江苏省,北京野生动物园,动物园,4A,北京市,北京,150,2024-04-11,2024,4,2,6.9,184.63,150,34.63,4.0,否,,,,,春季,否,推荐,满意
9503aa3d6975,男,70,56+,福建省,天台山,自然文化,5A,台州市,浙江,65,2025-01-27,2025,1,1,5.4,479.69,65,414.69,5.0,否,,,,,冬季,是,强烈推荐,非常满意
a8abab0ffc27,男,54,46-55,广东省,西岭雪山,自然风光,4A,成都市,四川,120,2024-10-09,2024,10,4,7.2,213.17,120,93.17,4.8,否,,,,,秋季,是,强烈推荐,非常满意
e969f2c200cb,男,42,36-45,湖南省,中山孙中山故居,红色旅游,5A,中山市,广东,0,2023-04-11,2023,4,2,5.4,320.61,0,320.61,4.7,否,,,,,春季,否,强烈推荐,非常满意
0f6331b15adf,男,66,56+,海南省,芙蓉镇,古镇风情,4A,湘西州,湖南,75,2023-07-12,2023,7,3,7.8,541.99,75,466.99,4.0,否,,,,,夏季,否,推荐,满意
8d7adb20a887,女,70,56+,安徽省,无锡影视基地,主题公园,5A,无锡市,江苏,150,2024-10-06,2024,10,4,3.6,264.91,150,114.91,4.5,否,,,,,秋季,是,强烈推荐,非常满意
19acdf80c15d,男,31,26-35,安徽省,抚仙湖,自然风光,4A,玉溪市,云南,0,2024-02-15,2024,2,1,4.7,216.96,0,216.96,4.8,否,,,,,冬季,是,强烈推荐,非常满意
9cda2b7c75b7,男,44,36-45,贵州省,五台山,宗教文化,5A,忻州市,山西,135,2022-06-26,2022,6,2,7.2,135.0,135,0.0,4.7,否,,,,,夏季,是,强烈推荐,非常满意
12b97596007c,男,61,56+,西藏自治区,北京欢乐谷,主题公园,4A,北京市,北京,299,2023-11-18,2023,11,4,3.7,637.28,299,338.28,4.6,否,,,,,秋季,是,强烈推荐,非常满意
37a2ab4bf5af,女,29,26-35,广东省,皇城相府,历史建筑,5A,晋城市,山西,120,2024-11-18,2024,11,4,7.7,553.19,120,433.19,5.0,否,,,,,秋季,否,强烈推荐,非常满意
f72f6825b41a,女,23,18-25,福建省,长春世界雕塑园,文化艺术,5A,长春市,吉林,30,2024-11-12,2024,11,4,2.9,30.0,30,0.0,4.0,否,,,,,秋季,否,推荐,满意
d98da69a670d,女,57,56+,北京市,赵州桥,历史建筑,4A,石家庄市,河北,40,2022-11-28,2022,11,4,4.1,114.87,40,74.87,4.3,否,,,,,秋季,否,推荐,满意
19b06cca6e90,男,57,56+,陕西省,亚布力滑雪场,运动休闲,4A,哈尔滨市,黑龙江,180,2023-06-26,2023,6,2,5.1,517.88,180,337.88,4.1,否,,,,,夏季,否,推荐,满意
fe3c98048786,男,31,26-35,辽宁省,桂林漓江,自然风光,5A,桂林市,广西,210,2023-06-28,2023,6,2,3.8,297.81,210,87.81,4.4,否,,,,,夏季,否,推荐,满意
8ee0b57634d4,男,42,36-45,云南省,沙面岛,历史文化,4A,广州市,广东,0,2023-12-26,2023,12,4,1.6,276.1,0,276.1,4.4,是,2893.0,2.0,"抚顺赫图阿拉城,外滩,大明湖,虎跳峡",高铁+大巴,冬季,否,推荐,满意
b155616f7875,女,26,26-35,浙江省,元阳梯田,自然风光,4A,红河州,云南,70,2025-03-16,2025,3,1,1.7,316.77,70,246.77,4.1,否,,,,,春季,是,推荐,满意
548bfe5c93d6,女,46,46-55,江苏省,白云山,自然风光,5A,洛阳市,河南,75,2025-03-02,2025,3,1,6.7,75.0,75,0.0,4.8,否,,,,,春季,是,强烈推荐,非常满意
2a6ff0ccd7f8,男,55,46-55,内蒙古自治区,木兰文化生态旅游区,自然文化,5A,武汉市,湖北,80,2024-03-13,2024,3,1,1.9,554.75,80,474.75,4.7,否,,,,,春季,否,强烈推荐,非常满意
91042b5a7e97,男,23,18-25,新疆维吾尔自治区,杭州宋城,主题公园,4A,杭州市,浙江,320,2024-01-04,2024,1,1,2.8,341.48,320,21.48,4.1,是,1243.0,3.0,"荆门明显陵,上海迪士尼乐园,南锣鼓巷,上海杜莎夫人蜡像馆",飞机+大巴,冬季,是,推荐,满意
1b9a6ccd4bf2,男,49,46-55,内蒙古自治区,橘子洲,城市公园,5A,长沙市,湖南,0,2024-01-05,2024,1,1,5.5,0.0,0,0.0,4.5,否,,,,,冬季,是,强烈推荐,非常满意
4fc0f95e56fb,男,61,56+,陕西省,杜甫草堂,历史文化,4A,成都市,四川,60,2022-12-16,2022,12,4,4.2,69.73,60,9.73,4.2,是,1397.0,1.0,"天下第一泉,北海公园,西岭雪山,衡水湖,上饶集中营",空调大巴,冬季,否,推荐,满意
4de7498f0ef5,女,60,56+,湖北省,本溪水洞,自然奇观,5A,本溪市,辽宁,110,2024-03-17,2024,3,1,7.3,139.48,110,29.48,4.8,否,,,,,春季,是,强烈推荐,非常满意
f4b1918383e3,男,44,36-45,浙江省,雍和宫,宗教文化,4A,北京市,北京,25,2022-05-30,2022,5,2,3.4,396.57,25,371.57,4.2,否,,,,,春季,否,推荐,满意
f50ce103d945,男,20,18-25,贵州省,柳叶湖,自然风光,4A,常德市,湖南,0,2023-10-25,2023,10,4,7.3,0.0,0,0.0,4.7,是,5668.0,1.0,"清东陵,青城山,潜江曹禺公园,崂山,少林寺,德州太阳谷",空调大巴,秋季,是,强烈推荐,非常满意
67e6afe98d02,男,64,56+,辽宁省,大连森林动物园,动物园,4A,大连市,辽宁,120,2025-02-20,2025,2,1,2.6,351.02,120,231.02,4.2,否,,,,,冬季,是,推荐,满意
a1cb675a0366,男,50,46-55,山东省,中山陵,红色旅游,5A,南京市,江苏,0,2023-04-26,2023,4,2,1.8,128.35,0,128.35,4.3,否,,,,,春季,否,推荐,满意
7dc9819a4d98,男,55,46-55,江西省,乐山大佛,宗教文化,5A,乐山市,四川,80,2022-06-02,2022,6,2,3.4,359.59,80,279.59,4.9,否,,,,,夏季,否,强烈推荐,非常满意
497d4fed88ac,男,52,46-55,山西省,陕西历史博物馆,文博院馆,4A,西安市,陕西,0,2022-07-13,2022,7,3,5.3,29.35,0,29.35,4.0,否,,,,,夏季,否,推荐,满意
1c9dc421a128,女,51,46-55,江西省,重渡沟,自然风光,4A,洛阳市,河南,120,2025-04-20,2025,4,2,6.8,120.0,120,0.0,4.7,是,3629.0,7.0,"白水洋,紫鹊界梯田,西双版纳热带植物园,贵港桂平西山,青岛啤酒博物馆",空调大巴,春季,是,强烈推荐,非常满意
d92bfa9f0d52,男,33,26-35,天津市,沈阳故宫,历史文化,4A,沈阳市,辽宁,60,2023-02-20,2023,2,1,1.1,371.14,60,311.14,4.3,是,5876.0,2.0,"平遥古城,双鸭山七星峰,采石矶,沈阳世博园,梅州客天下",高铁+大巴,冬季,是,推荐,满意
1245d879cead,男,41,36-45,宁夏回族自治区,杭州宋城,主题公园,4A,杭州市,浙江,320,2022-05-18,2022,5,2,4.6,527.28,320,207.28,4.1,否,,,,,春季,否,推荐,满意
a864b674029e,女,51,46-55,浙江省,恩施大峡谷,自然风光,5A,恩施州,湖北,170,2025-02-01,2025,2,1,4.7,170.0,170,0.0,4.7,否,,,,,冬季,是,强烈推荐,非常满意
213bb1b94d53,女,43,36-45,吉林省,乌镇,古镇风情,5A,嘉兴市,浙江,150,2023-11-05,2023,11,4,3.3,150.0,150,0.0,4.6,否,,,,,秋季,是,强烈推荐,非常满意
0a1cbbd56632,男,56,56+,安徽省,琅琊山,自然文化,4A,滁州市,安徽,95,2022-06-08,2022,6,2,7.3,280.49,95,185.49,4.5,否,,,,,夏季,否,强烈推荐,非常满意
6dda660df6fd,女,29,26-35,天津市,皇城相府,历史建筑,5A,晋城市,山西,120,2023-10-11,2023,10,4,4.5,383.14,120,263.14,4.5,否,,,,,秋季,是,强烈推荐,非常满意
8c0daf323a77,女,51,46-55,甘肃省,西岭雪山,自然风光,4A,成都市,四川,120,2023-01-02,2023,1,1,7.0,144.26,120,24.26,4.8,否,,,,,冬季,是,强烈推荐,非常满意
859945eb33d0,女,32,26-35,西藏自治区,山海关,历史文化,5A,秦皇岛市,河北,50,2023-07-05,2023,7,3,5.0,50.0,50,0.0,4.3,否,,,,,夏季,否,推荐,满意
072e09c32bd4,女,61,56+,河北省,七台河勃利西大圈,自然风光,4A,七台河市,黑龙江,30,2022-07-09,2022,7,3,6.9,153.22,30,123.22,4.9,否,,,,,夏季,是,强烈推荐,非常满意
8e95b0baa0bb,女,61,56+,西藏自治区,昆明世博园,主题公园,5A,昆明市,云南,100,2025-03-24,2025,3,1,5.8,100.0,100,0.0,5.0,否,,,,,春季,否,强烈推荐,非常满意
c95bacae0af7,男,28,26-35,辽宁省,武侯祠,历史文化,4A,成都市,四川,60,2023-08-23,2023,8,3,1.2,170.47,60,110.47,3.7,是,4737.0,3.0,"咸宁九宫山,东方明珠,桃花源,白云山,阆中古城,香山公园",空调大巴,夏季,否,推荐,满意
0895920b1e13,女,57,56+,湖北省,都江堰,历史遗址,5A,成都市,四川,90,2023-01-21,2023,1,1,5.9,357.64,90,267.64,4.9,否,,,,,冬季,是,强烈推荐,非常满意
2f893c95863e,女,58,56+,四川省,三亚大小洞天,自然文化,5A,三亚市,海南,90,2024-04-07,2024,4,2,4.1,189.46,90,99.46,4.9,是,5901.0,2.0,"金山岭长城,上海动物园,深圳世界之窗,鄂州梁子湖,黄帝陵",高铁+大巴,春季,是,强烈推荐,非常满意
d151b3ea1e38,女,58,56+,广西壮族自治区,南山文化旅游区,宗教文化,5A,三亚市,海南,129,2023-10-23,2023,10,4,7.7,345.91,129,216.91,4.7,否,,,,,秋季,是,强烈推荐,非常满意
